season,title,author,performances
1792-1793,Dupuis et Desronais - Dupuis et des Renais - Dupuis et des Ronais,Collé (Charles),1
1774-1775,Partie de chasse de Henri IV (La),Collé (Charles),26
1778-1779,Partie de chasse de Henri IV (La),Collé (Charles),17
1779-1780,Partie de chasse de Henri IV (La),Collé (Charles),8
1780-1781,Partie de chasse de Henri IV (La),Collé (Charles),4
1781-1782,Partie de chasse de Henri IV (La),Collé (Charles),7
1782-1783,Partie de chasse de Henri IV (La),Collé (Charles),9
1783-1784,Partie de chasse de Henri IV (La),Collé (Charles),11
1784-1785,Partie de chasse de Henri IV (La),Collé (Charles),7
1785-1786,Partie de chasse de Henri IV (La),Collé (Charles),8
1787-1788,Partie de chasse de Henri IV (La),Collé (Charles),17
1788-1789,Partie de chasse de Henri IV (La),Collé (Charles),17
1789-1790,Partie de chasse de Henri IV (La),Collé (Charles),12
1790-1791,Partie de chasse de Henri IV (La),Collé (Charles),11
1791-1792,Partie de chasse de Henri IV (La),Collé (Charles),10
1770-1771,Veuve (La),Collé (Charles),1
1756-1757,Gageure de Village (La),Colomb de Seillans,5
1761-1762,Zarucma,Cordier de Saint-Firmin (Edmond),3
1762-1763,Zarucma,Cordier de Saint-Firmin (Edmond),3
1683-1684,Agésilas,Corneille (Pierre),3
1682-1683,Andromède,Corneille (Pierre),45
1685-1686,"Attila, roi des Huns",Corneille (Pierre),3
1686-1687,"Attila, roi des Huns",Corneille (Pierre),1
1687-1688,"Attila, roi des Huns",Corneille (Pierre),2
1688-1689,"Attila, roi des Huns",Corneille (Pierre),2
1689-1690,"Attila, roi des Huns",Corneille (Pierre),1
1690-1691,"Attila, roi des Huns",Corneille (Pierre),1
1691-1692,"Attila, roi des Huns",Corneille (Pierre),2
1680-1681,Cid (Le),Corneille (Pierre),5
1681-1682,Cid (Le),Corneille (Pierre),4
1682-1683,Cid (Le),Corneille (Pierre),7
1683-1684,Cid (Le),Corneille (Pierre),5
1684-1685,Cid (Le),Corneille (Pierre),8
1685-1686,Cid (Le),Corneille (Pierre),3
1686-1687,Cid (Le),Corneille (Pierre),6
1687-1688,Cid (Le),Corneille (Pierre),5
1688-1689,Cid (Le),Corneille (Pierre),7
1689-1690,Cid (Le),Corneille (Pierre),6
1690-1691,Cid (Le),Corneille (Pierre),3
1691-1692,Cid (Le),Corneille (Pierre),6
1692-1693,Cid (Le),Corneille (Pierre),4
1693-1694,Cid (Le),Corneille (Pierre),6
1694-1695,Cid (Le),Corneille (Pierre),6
1695-1696,Cid (Le),Corneille (Pierre),4
1696-1697,Cid (Le),Corneille (Pierre),4
1697-1698,Cid (Le),Corneille (Pierre),3
1698-1699,Cid (Le),Corneille (Pierre),8
1699-1700,Cid (Le),Corneille (Pierre),6
1700-1701,Cid (Le),Corneille (Pierre),6
1701-1702,Cid (Le),Corneille (Pierre),6
1702-1703,Cid (Le),Corneille (Pierre),3
1703-1704,Cid (Le),Corneille (Pierre),5
1704-1705,Cid (Le),Corneille (Pierre),7
1705-1706,Cid (Le),Corneille (Pierre),8
1706-1707,Cid (Le),Corneille (Pierre),9
1707-1708,Cid (Le),Corneille (Pierre),13
1708-1709,Cid (Le),Corneille (Pierre),10
1709-1710,Cid (Le),Corneille (Pierre),8
1710-1711,Cid (Le),Corneille (Pierre),6
1711-1712,Cid (Le),Corneille (Pierre),7
1712-1713,Cid (Le),Corneille (Pierre),10
1713-1714,Cid (Le),Corneille (Pierre),8
1714-1715,Cid (Le),Corneille (Pierre),7
1715-1716,Cid (Le),Corneille (Pierre),4
1716-1717,Cid (Le),Corneille (Pierre),5
1717-1718,Cid (Le),Corneille (Pierre),5
1718-1719,Cid (Le),Corneille (Pierre),7
1719-1720,Cid (Le),Corneille (Pierre),8
1720-1721,Cid (Le),Corneille (Pierre),3
1721-1722,Cid (Le),Corneille (Pierre),4
1722-1723,Cid (Le),Corneille (Pierre),3
1723-1724,Cid (Le),Corneille (Pierre),2
1724-1725,Cid (Le),Corneille (Pierre),4
1725-1726,Cid (Le),Corneille (Pierre),1
1726-1727,Cid (Le),Corneille (Pierre),4
1727-1728,Cid (Le),Corneille (Pierre),1
1728-1729,Cid (Le),Corneille (Pierre),4
1729-1730,Cid (Le),Corneille (Pierre),4
1730-1731,Cid (Le),Corneille (Pierre),4
1731-1732,Cid (Le),Corneille (Pierre),8
1732-1733,Cid (Le),Corneille (Pierre),3
1733-1734,Cid (Le),Corneille (Pierre),4
1734-1735,Cid (Le),Corneille (Pierre),2
1735-1736,Cid (Le),Corneille (Pierre),4
1736-1737,Cid (Le),Corneille (Pierre),7
1737-1738,Cid (Le),Corneille (Pierre),6
1738-1739,Cid (Le),Corneille (Pierre),4
1740-1741,Cid (Le),Corneille (Pierre),3
1741-1742,Cid (Le),Corneille (Pierre),5
1742-1743,Cid (Le),Corneille (Pierre),6
1743-1744,Cid (Le),Corneille (Pierre),1
1744-1745,Cid (Le),Corneille (Pierre),1
1745-1746,Cid (Le),Corneille (Pierre),4
1746-1747,Cid (Le),Corneille (Pierre),2
1747-1748,Cid (Le),Corneille (Pierre),6
1748-1749,Cid (Le),Corneille (Pierre),2
1749-1750,Cid (Le),Corneille (Pierre),2
1751-1752,Cid (Le),Corneille (Pierre),2
1752-1753,Cid (Le),Corneille (Pierre),4
1753-1754,Cid (Le),Corneille (Pierre),6
1754-1755,Cid (Le),Corneille (Pierre),1
1755-1756,Cid (Le),Corneille (Pierre),4
1757-1758,Cid (Le),Corneille (Pierre),1
1758-1759,Cid (Le),Corneille (Pierre),3
1760-1761,Cid (Le),Corneille (Pierre),2
1761-1762,Cid (Le),Corneille (Pierre),1
1762-1763,Cid (Le),Corneille (Pierre),2
1763-1764,Cid (Le),Corneille (Pierre),2
1766-1767,Cid (Le),Corneille (Pierre),2
1767-1768,Cid (Le),Corneille (Pierre),3
1768-1769,Cid (Le),Corneille (Pierre),2
1769-1770,Cid (Le),Corneille (Pierre),1
1770-1771,Cid (Le),Corneille (Pierre),1
1771-1772,Cid (Le),Corneille (Pierre),3
1772-1773,Cid (Le),Corneille (Pierre),6
1773-1774,Cid (Le),Corneille (Pierre),4
1774-1775,Cid (Le),Corneille (Pierre),1
1775-1776,Cid (Le),Corneille (Pierre),5
1776-1777,Cid (Le),Corneille (Pierre),2
1777-1778,Cid (Le),Corneille (Pierre),6
1778-1779,Cid (Le),Corneille (Pierre),3
1779-1780,Cid (Le),Corneille (Pierre),3
1780-1781,Cid (Le),Corneille (Pierre),2
1781-1782,Cid (Le),Corneille (Pierre),1
1782-1783,Cid (Le),Corneille (Pierre),4
1783-1784,Cid (Le),Corneille (Pierre),3
1784-1785,Cid (Le),Corneille (Pierre),3
1785-1786,Cid (Le),Corneille (Pierre),5
1786-1787,Cid (Le),Corneille (Pierre),6
1787-1788,Cid (Le),Corneille (Pierre),1
1788-1789,Cid (Le),Corneille (Pierre),4
1789-1790,Cid (Le),Corneille (Pierre),2
1790-1791,Cid (Le),Corneille (Pierre),3
1791-1792,Cid (Le),Corneille (Pierre),6
1792-1793,Cid (Le),Corneille (Pierre),4
1680-1681,Cinna ou la Clémence d'Auguste,Corneille (Pierre),4
1681-1682,Cinna ou la Clémence d'Auguste,Corneille (Pierre),1
1682-1683,Cinna ou la Clémence d'Auguste,Corneille (Pierre),1
1683-1684,Cinna ou la Clémence d'Auguste,Corneille (Pierre),4
1684-1685,Cinna ou la Clémence d'Auguste,Corneille (Pierre),9
1685-1686,Cinna ou la Clémence d'Auguste,Corneille (Pierre),8
1686-1687,Cinna ou la Clémence d'Auguste,Corneille (Pierre),6
1687-1688,Cinna ou la Clémence d'Auguste,Corneille (Pierre),5
1688-1689,Cinna ou la Clémence d'Auguste,Corneille (Pierre),3
1689-1690,Cinna ou la Clémence d'Auguste,Corneille (Pierre),5
1690-1691,Cinna ou la Clémence d'Auguste,Corneille (Pierre),4
1691-1692,Cinna ou la Clémence d'Auguste,Corneille (Pierre),6
1692-1693,Cinna ou la Clémence d'Auguste,Corneille (Pierre),5
1693-1694,Cinna ou la Clémence d'Auguste,Corneille (Pierre),5
1694-1695,Cinna ou la Clémence d'Auguste,Corneille (Pierre),7
1695-1696,Cinna ou la Clémence d'Auguste,Corneille (Pierre),6
1696-1697,Cinna ou la Clémence d'Auguste,Corneille (Pierre),4
1697-1698,Cinna ou la Clémence d'Auguste,Corneille (Pierre),5
1698-1699,Cinna ou la Clémence d'Auguste,Corneille (Pierre),7
1699-1700,Cinna ou la Clémence d'Auguste,Corneille (Pierre),4
1700-1701,Cinna ou la Clémence d'Auguste,Corneille (Pierre),3
1701-1702,Cinna ou la Clémence d'Auguste,Corneille (Pierre),8
1702-1703,Cinna ou la Clémence d'Auguste,Corneille (Pierre),5
1703-1704,Cinna ou la Clémence d'Auguste,Corneille (Pierre),1
1704-1705,Cinna ou la Clémence d'Auguste,Corneille (Pierre),3
1705-1706,Cinna ou la Clémence d'Auguste,Corneille (Pierre),2
1706-1707,Cinna ou la Clémence d'Auguste,Corneille (Pierre),3
1707-1708,Cinna ou la Clémence d'Auguste,Corneille (Pierre),6
1708-1709,Cinna ou la Clémence d'Auguste,Corneille (Pierre),3
1709-1710,Cinna ou la Clémence d'Auguste,Corneille (Pierre),4
1710-1711,Cinna ou la Clémence d'Auguste,Corneille (Pierre),2
1712-1713,Cinna ou la Clémence d'Auguste,Corneille (Pierre),1
1713-1714,Cinna ou la Clémence d'Auguste,Corneille (Pierre),1
1715-1716,Cinna ou la Clémence d'Auguste,Corneille (Pierre),6
1716-1717,Cinna ou la Clémence d'Auguste,Corneille (Pierre),2
1717-1718,Cinna ou la Clémence d'Auguste,Corneille (Pierre),4
1720-1721,Cinna ou la Clémence d'Auguste,Corneille (Pierre),2
1721-1722,Cinna ou la Clémence d'Auguste,Corneille (Pierre),3
1722-1723,Cinna ou la Clémence d'Auguste,Corneille (Pierre),2
1724-1725,Cinna ou la Clémence d'Auguste,Corneille (Pierre),4
1725-1726,Cinna ou la Clémence d'Auguste,Corneille (Pierre),4
1726-1727,Cinna ou la Clémence d'Auguste,Corneille (Pierre),1
1727-1728,Cinna ou la Clémence d'Auguste,Corneille (Pierre),2
1729-1730,Cinna ou la Clémence d'Auguste,Corneille (Pierre),3
1730-1731,Cinna ou la Clémence d'Auguste,Corneille (Pierre),3
1733-1734,Cinna ou la Clémence d'Auguste,Corneille (Pierre),4
1737-1738,Cinna ou la Clémence d'Auguste,Corneille (Pierre),2
1740-1741,Cinna ou la Clémence d'Auguste,Corneille (Pierre),2
1742-1743,Cinna ou la Clémence d'Auguste,Corneille (Pierre),6
1743-1744,Cinna ou la Clémence d'Auguste,Corneille (Pierre),2
1744-1745,Cinna ou la Clémence d'Auguste,Corneille (Pierre),3
1745-1746,Cinna ou la Clémence d'Auguste,Corneille (Pierre),2
1746-1747,Cinna ou la Clémence d'Auguste,Corneille (Pierre),1
1747-1748,Cinna ou la Clémence d'Auguste,Corneille (Pierre),4
1748-1749,Cinna ou la Clémence d'Auguste,Corneille (Pierre),2
1752-1753,Cinna ou la Clémence d'Auguste,Corneille (Pierre),2
1753-1754,Cinna ou la Clémence d'Auguste,Corneille (Pierre),2
1755-1756,Cinna ou la Clémence d'Auguste,Corneille (Pierre),1
1762-1763,Cinna ou la Clémence d'Auguste,Corneille (Pierre),9
1763-1764,Cinna ou la Clémence d'Auguste,Corneille (Pierre),3
1765-1766,Cinna ou la Clémence d'Auguste,Corneille (Pierre),3
1769-1770,Cinna ou la Clémence d'Auguste,Corneille (Pierre),2
1770-1771,Cinna ou la Clémence d'Auguste,Corneille (Pierre),3
1771-1772,Cinna ou la Clémence d'Auguste,Corneille (Pierre),3
1772-1773,Cinna ou la Clémence d'Auguste,Corneille (Pierre),2
1773-1774,Cinna ou la Clémence d'Auguste,Corneille (Pierre),1
1774-1775,Cinna ou la Clémence d'Auguste,Corneille (Pierre),1
1775-1776,Cinna ou la Clémence d'Auguste,Corneille (Pierre),2
1776-1777,Cinna ou la Clémence d'Auguste,Corneille (Pierre),3
1777-1778,Cinna ou la Clémence d'Auguste,Corneille (Pierre),3
1778-1779,Cinna ou la Clémence d'Auguste,Corneille (Pierre),2
1779-1780,Cinna ou la Clémence d'Auguste,Corneille (Pierre),4
1780-1781,Cinna ou la Clémence d'Auguste,Corneille (Pierre),5
1781-1782,Cinna ou la Clémence d'Auguste,Corneille (Pierre),1
1782-1783,Cinna ou la Clémence d'Auguste,Corneille (Pierre),5
1783-1784,Cinna ou la Clémence d'Auguste,Corneille (Pierre),4
1784-1785,Cinna ou la Clémence d'Auguste,Corneille (Pierre),2
1785-1786,Cinna ou la Clémence d'Auguste,Corneille (Pierre),6
1787-1788,Cinna ou la Clémence d'Auguste,Corneille (Pierre),3
1788-1789,Cinna ou la Clémence d'Auguste,Corneille (Pierre),2
1789-1790,Cinna ou la Clémence d'Auguste,Corneille (Pierre),1
1791-1792,Cinna ou la Clémence d'Auguste,Corneille (Pierre),5
1792-1793,Cinna ou la Clémence d'Auguste,Corneille (Pierre),1
1685-1686,Don Sanche d'Aragon,Corneille (Pierre),4
1686-1687,Don Sanche d'Aragon,Corneille (Pierre),1
1691-1692,Don Sanche d'Aragon,Corneille (Pierre),4
1692-1693,Don Sanche d'Aragon,Corneille (Pierre),1
1703-1704,Don Sanche d'Aragon,Corneille (Pierre),4
1720-1721,Don Sanche d'Aragon,Corneille (Pierre),4
1723-1724,Don Sanche d'Aragon,Corneille (Pierre),4
1743-1744,Don Sanche d'Aragon,Corneille (Pierre),3
1744-1745,Don Sanche d'Aragon,Corneille (Pierre),2
1753-1754,Don Sanche d'Aragon,Corneille (Pierre),4
1754-1755,Don Sanche d'Aragon,Corneille (Pierre),1
1756-1757,Don Sanche d'Aragon,Corneille (Pierre),2
1758-1759,Don Sanche d'Aragon,Corneille (Pierre),1
1759-1760,Don Sanche d'Aragon,Corneille (Pierre),3
1762-1763,Don Sanche d'Aragon,Corneille (Pierre),3
1764-1765,Don Sanche d'Aragon,Corneille (Pierre),4
1680-1681,Horace / Les Horaces (titre alt.),Corneille (Pierre),4
1681-1682,Horace / Les Horaces (titre alt.),Corneille (Pierre),2
1682-1683,Horace / Les Horaces (titre alt.),Corneille (Pierre),5
1683-1684,Horace / Les Horaces (titre alt.),Corneille (Pierre),1
1684-1685,Horace / Les Horaces (titre alt.),Corneille (Pierre),3
1685-1686,Horace / Les Horaces (titre alt.),Corneille (Pierre),3
1686-1687,Horace / Les Horaces (titre alt.),Corneille (Pierre),4
1687-1688,Horace / Les Horaces (titre alt.),Corneille (Pierre),2
1688-1689,Horace / Les Horaces (titre alt.),Corneille (Pierre),3
1689-1690,Horace / Les Horaces (titre alt.),Corneille (Pierre),5
1690-1691,Horace / Les Horaces (titre alt.),Corneille (Pierre),4
1691-1692,Horace / Les Horaces (titre alt.),Corneille (Pierre),4
1692-1693,Horace / Les Horaces (titre alt.),Corneille (Pierre),2
1693-1694,Horace / Les Horaces (titre alt.),Corneille (Pierre),4
1694-1695,Horace / Les Horaces (titre alt.),Corneille (Pierre),2
1695-1696,Horace / Les Horaces (titre alt.),Corneille (Pierre),5
1696-1697,Horace / Les Horaces (titre alt.),Corneille (Pierre),5
1697-1698,Horace / Les Horaces (titre alt.),Corneille (Pierre),3
1698-1699,Horace / Les Horaces (titre alt.),Corneille (Pierre),4
1699-1700,Horace / Les Horaces (titre alt.),Corneille (Pierre),5
1700-1701,Horace / Les Horaces (titre alt.),Corneille (Pierre),5
1701-1702,Horace / Les Horaces (titre alt.),Corneille (Pierre),1
1702-1703,Horace / Les Horaces (titre alt.),Corneille (Pierre),1
1703-1704,Horace / Les Horaces (titre alt.),Corneille (Pierre),2
1704-1705,Horace / Les Horaces (titre alt.),Corneille (Pierre),3
1705-1706,Horace / Les Horaces (titre alt.),Corneille (Pierre),2
1706-1707,Horace / Les Horaces (titre alt.),Corneille (Pierre),4
1707-1708,Horace / Les Horaces (titre alt.),Corneille (Pierre),4
1708-1709,Horace / Les Horaces (titre alt.),Corneille (Pierre),4
1709-1710,Horace / Les Horaces (titre alt.),Corneille (Pierre),6
1710-1711,Horace / Les Horaces (titre alt.),Corneille (Pierre),4
1711-1712,Horace / Les Horaces (titre alt.),Corneille (Pierre),2
1712-1713,Horace / Les Horaces (titre alt.),Corneille (Pierre),7
1713-1714,Horace / Les Horaces (titre alt.),Corneille (Pierre),4
1714-1715,Horace / Les Horaces (titre alt.),Corneille (Pierre),3
1715-1716,Horace / Les Horaces (titre alt.),Corneille (Pierre),2
1716-1717,Horace / Les Horaces (titre alt.),Corneille (Pierre),7
1717-1718,Horace / Les Horaces (titre alt.),Corneille (Pierre),6
1718-1719,Horace / Les Horaces (titre alt.),Corneille (Pierre),5
1719-1720,Horace / Les Horaces (titre alt.),Corneille (Pierre),4
1720-1721,Horace / Les Horaces (titre alt.),Corneille (Pierre),3
1721-1722,Horace / Les Horaces (titre alt.),Corneille (Pierre),4
1723-1724,Horace / Les Horaces (titre alt.),Corneille (Pierre),2
1724-1725,Horace / Les Horaces (titre alt.),Corneille (Pierre),1
1725-1726,Horace / Les Horaces (titre alt.),Corneille (Pierre),5
1726-1727,Horace / Les Horaces (titre alt.),Corneille (Pierre),2
1727-1728,Horace / Les Horaces (titre alt.),Corneille (Pierre),4
1729-1730,Horace / Les Horaces (titre alt.),Corneille (Pierre),6
1730-1731,Horace / Les Horaces (titre alt.),Corneille (Pierre),1
1731-1732,Horace / Les Horaces (titre alt.),Corneille (Pierre),2
1732-1733,Horace / Les Horaces (titre alt.),Corneille (Pierre),3
1733-1734,Horace / Les Horaces (titre alt.),Corneille (Pierre),4
1736-1737,Horace / Les Horaces (titre alt.),Corneille (Pierre),2
1743-1744,Horace / Les Horaces (titre alt.),Corneille (Pierre),5
1744-1745,Horace / Les Horaces (titre alt.),Corneille (Pierre),4
1746-1747,Horace / Les Horaces (titre alt.),Corneille (Pierre),2
1747-1748,Horace / Les Horaces (titre alt.),Corneille (Pierre),1
1749-1750,Horace / Les Horaces (titre alt.),Corneille (Pierre),2
1750-1751,Horace / Les Horaces (titre alt.),Corneille (Pierre),1
1752-1753,Horace / Les Horaces (titre alt.),Corneille (Pierre),2
1753-1754,Horace / Les Horaces (titre alt.),Corneille (Pierre),3
1754-1755,Horace / Les Horaces (titre alt.),Corneille (Pierre),4
1755-1756,Horace / Les Horaces (titre alt.),Corneille (Pierre),2
1757-1758,Horace / Les Horaces (titre alt.),Corneille (Pierre),3
1758-1759,Horace / Les Horaces (titre alt.),Corneille (Pierre),4
1759-1760,Horace / Les Horaces (titre alt.),Corneille (Pierre),5
1761-1762,Horace / Les Horaces (titre alt.),Corneille (Pierre),1
1762-1763,Horace / Les Horaces (titre alt.),Corneille (Pierre),1
1763-1764,Horace / Les Horaces (titre alt.),Corneille (Pierre),2
1764-1765,Horace / Les Horaces (titre alt.),Corneille (Pierre),3
1765-1766,Horace / Les Horaces (titre alt.),Corneille (Pierre),4
1766-1767,Horace / Les Horaces (titre alt.),Corneille (Pierre),4
1769-1770,Horace / Les Horaces (titre alt.),Corneille (Pierre),1
1771-1772,Horace / Les Horaces (titre alt.),Corneille (Pierre),5
1772-1773,Horace / Les Horaces (titre alt.),Corneille (Pierre),4
1775-1776,Horace / Les Horaces (titre alt.),Corneille (Pierre),1
1776-1777,Horace / Les Horaces (titre alt.),Corneille (Pierre),3
1777-1778,Horace / Les Horaces (titre alt.),Corneille (Pierre),1
1779-1780,Horace / Les Horaces (titre alt.),Corneille (Pierre),3
1780-1781,Horace / Les Horaces (titre alt.),Corneille (Pierre),1
1781-1782,Horace / Les Horaces (titre alt.),Corneille (Pierre),2
1782-1783,Horace / Les Horaces (titre alt.),Corneille (Pierre),1
1783-1784,Horace / Les Horaces (titre alt.),Corneille (Pierre),2
1784-1785,Horace / Les Horaces (titre alt.),Corneille (Pierre),3
1785-1786,Horace / Les Horaces (titre alt.),Corneille (Pierre),2
1680-1681,"Héraclius, empereur d'Orient",Corneille (Pierre),6
1681-1682,"Héraclius, empereur d'Orient",Corneille (Pierre),2
1682-1683,"Héraclius, empereur d'Orient",Corneille (Pierre),4
1683-1684,"Héraclius, empereur d'Orient",Corneille (Pierre),4
1684-1685,"Héraclius, empereur d'Orient",Corneille (Pierre),2
1685-1686,"Héraclius, empereur d'Orient",Corneille (Pierre),2
1686-1687,"Héraclius, empereur d'Orient",Corneille (Pierre),1
1687-1688,"Héraclius, empereur d'Orient",Corneille (Pierre),2
1688-1689,"Héraclius, empereur d'Orient",Corneille (Pierre),1
1689-1690,"Héraclius, empereur d'Orient",Corneille (Pierre),1
1690-1691,"Héraclius, empereur d'Orient",Corneille (Pierre),3
1691-1692,"Héraclius, empereur d'Orient",Corneille (Pierre),5
1692-1693,"Héraclius, empereur d'Orient",Corneille (Pierre),2
1693-1694,"Héraclius, empereur d'Orient",Corneille (Pierre),1
1694-1695,"Héraclius, empereur d'Orient",Corneille (Pierre),2
1695-1696,"Héraclius, empereur d'Orient",Corneille (Pierre),3
1696-1697,"Héraclius, empereur d'Orient",Corneille (Pierre),2
1697-1698,"Héraclius, empereur d'Orient",Corneille (Pierre),4
1698-1699,"Héraclius, empereur d'Orient",Corneille (Pierre),4
1699-1700,"Héraclius, empereur d'Orient",Corneille (Pierre),1
1700-1701,"Héraclius, empereur d'Orient",Corneille (Pierre),1
1701-1702,"Héraclius, empereur d'Orient",Corneille (Pierre),2
1715-1716,"Héraclius, empereur d'Orient",Corneille (Pierre),13
1716-1717,"Héraclius, empereur d'Orient",Corneille (Pierre),1
1717-1718,"Héraclius, empereur d'Orient",Corneille (Pierre),9
1718-1719,"Héraclius, empereur d'Orient",Corneille (Pierre),4
1719-1720,"Héraclius, empereur d'Orient",Corneille (Pierre),7
1720-1721,"Héraclius, empereur d'Orient",Corneille (Pierre),1
1722-1723,"Héraclius, empereur d'Orient",Corneille (Pierre),4
1723-1724,"Héraclius, empereur d'Orient",Corneille (Pierre),10
1725-1726,"Héraclius, empereur d'Orient",Corneille (Pierre),7
1726-1727,"Héraclius, empereur d'Orient",Corneille (Pierre),3
